etc/alternatives/pager	0	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/alternatives/rmt	0	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/alternatives/w	0	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/apt/apt.conf.d/01-vendor-ubuntu	42	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/apt/apt.conf.d/01autoremove	1018	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/apt/apt.conf.d/01autoremove-kernels	1081	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/apt/apt.conf.d/70debconf	182	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/apt/sources.list	2765	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/apt/trusted.gpg.d/ubuntu-keyring-2012-archive.gpg	2796	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/apt/trusted.gpg.d/ubuntu-keyring-2012-cdimage.gpg	2794	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/apt/trusted.gpg.d/ubuntu-keyring-2018-archive.gpg	1733	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/bash.bashrc	2319	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/bindresvport.blacklist	367	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/cron.daily/apt-compat	1478	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/cron.daily/dpkg	1176	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/cron.daily/passwd	249	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/debconf.conf	2969	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/debian_version	11	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/default/motd-news	682	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/default/nss	1756	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/default/useradd	1118	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/deluser.conf	604	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/dpkg/dpkg.cfg	446	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/dpkg/dpkg.cfg.d/excludes	338	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
etc/dpkg/origins/debian	82	304740117a5a0c15c8ea43b7291479207b357b9fc08cc47a5e4a357f5e9a1768	/bin/sh -c #(nop) ADD file:7d9bbf45a5b2510d44d3206a028cf6502757884d49e46d3d2e6356c3a92c4309 in / 
